NAME	DESCRIPTION	/Users/mac9/Downloads/BL6_2_normal_thymus-VS-m084_tumor_thymus.PossionDis_Method.GeneDiffExp.xls_experimental	/Users/mac9/Downloads/BL6_2_normal_thymus-VS-m084_tumor_thymus.PossionDis_Method.GeneDiffExp.xls_control
SYK	na	8.27	11.13
ZFP280D	na	27.53	37.05
TTC27	na	5.64	7.59
ALDH2	na	39.5	53.14
ARHGAP42	na	0.87	1.17
MOCS3	na	3.25	4.37
KLHL22	na	9.26	12.45
MRPL42	na	94.67	127.28
RAB19	na	7.93	10.66
PDE4B	na	14.09	18.94
AHR	na	1.54	2.07
PLD1	na	2.3	3.09
TMCC2	na	1.02	1.37
ASB6	na	11.25	15.11
MARCH7	na	25.42	34.14
ARPC3	na	236.18	316.98
GNAL	na	5.94	7.97
GALNT4	na	4.39	5.89
PRKX	na	8.52	11.43
SORT1	na	6.56	8.8
SH3GLB1	na	48.65	65.26
CSAD	na	7.88	10.57
SPAST	na	11.4	15.29
WWC1	na	0.85	1.14
POU6F1	na	15.2	20.38
EXOSC6	na	10.83	14.52
SEC11C	na	59.83	80.2
CASP12	na	2.82	3.78
GLO1	na	41.63	55.8
RABEP2	na	4.38	5.87
EGLN3	na	10.21	13.68
RIN2	na	4.92	6.59
VWA1	na	2.27	3.04
RCE1	na	12.45	16.67
ZBTB11	na	4.84	6.48
NCOA4	na	21.85	29.25
SNX27	na	10.34	13.84
MFGE8	na	23.28	31.16
FAM46C	na	3.31	4.43
TMED5	na	18.59	24.88
ZFP866	na	7.33	9.81
BDP1	na	6.71	8.98
PDCL	na	17.72	23.71
HERPUD2	na	13.88	18.57
CCR2	na	3.73	4.99
CAPZA2	na	68.68	91.88
MOB1A	na	41.55	55.58
HSCB	na	20.14	26.94
PPP2CA	na	151.51	202.65
EBAG9	na	11.11	14.86
HPRT	na	65.78	87.94
ZKSCAN14	na	6.54	8.74
TSNAX	na	34.89	46.62
CETN3	na	53.85	71.95
PKIG	na	23.31	31.14
TAF4	na	7.98	10.66
N4BP2L1	na	11.53	15.4
IFNGR1	na	132.65	177.14
KIF3C	na	4.89	6.53
METTL7A1	na	15.69	20.95
EPS15	na	24.16	32.24
NFE2L3	na	3.53	4.71
CD24A	na	187.54	250.21
DOLK	na	4.73	6.31
OSTC	na	81.59	108.84
ATF1	na	33.09	44.14
C130083M11RIK	na	0.93	1.24
AK8	na	0.39	0.52
KLHDC9	na	2.94	3.92
PPL	na	1.02	1.36
MDM2	na	31.03	41.35
BANF1	na	164.05	218.55
CSN2	na	18.22	24.27
OSBPL2	na	11.81	15.73
VAMP4	na	6.3	8.39
SPC25	na	33.43	44.52
IMPACT	na	7.75	10.32
SVBP	na	32.14	42.79
RPS6KB1	na	16.2	21.56
SUSD2	na	1.33	1.77
TOR1AIP1	na	27.34	36.38
CTBP1	na	75.98	101.1
UAP1L1	na	4.24	5.64
SCRIB	na	10.36	13.78
PODNL1	na	1.03	1.37
EEFSEC	na	21.21	28.21
MYO9A	na	2.97	3.95
CRELD2	na	16.07	21.37
ASB13	na	7.98	10.61
MCU	na	8.44	11.22
ZDHHC5	na	16.64	22.12
CIPC	na	10.39	13.81
BTG1	na	60.85	80.85
ZFP830	na	7.13	9.47
MTMR4	na	9.54	12.67
DDOST	na	54.29	72.1
NPM3	na	73.99	98.25
RNMTL1	na	3.66	4.86
UGT1A6B	na	1.8	2.39
GAS2L1	na	4.12	5.47
GATAD1	na	24.55	32.59
USP2	na	1.65	2.19
ARL6IP6	na	13.04	17.3
KDM8	na	4.32	5.73
ZFP407	na	2.82	3.74
PLEKHO1	na	24.01	31.83
SARS	na	43.14	57.19
DDRGK1	na	37.53	49.75
TLN2	na	0.43	0.57
ABCA5	na	0.43	0.57
KCTD10	na	19.24	25.5
1810011O10RIK	na	5.75	7.62
RHOT1	na	11.5	15.24
NOCT	na	9.82	13.01
GYLTL1B	na	1.57	2.08
COA5	na	32.85	43.52
TCEB2	na	237.54	314.58
TGFBRAP1	na	7.34	9.72
PRAMEF8	na	6.11	8.09
ALG6	na	2.04	2.7
CCT4	na	77.71	102.85
PSMA7	na	147.74	195.5
CFL1	na	937.88	1240.91
SLC10A3	na	6.1	8.07
ACKR3	na	3.53	4.67
LRRC20	na	3.19	4.22
MSLN	na	3.16	4.18
RIT1	na	10.55	13.95
ALDH9A1	na	21.46	28.37
CDKN1B	na	57.13	75.52
COMMD1	na	45.96	60.75
FAM65A	na	24.57	32.47
LSM4	na	92.97	122.86
CD160	na	1.96	2.59
NAA16	na	8.04	10.62
MTG1	na	7.42	9.8
CRIPT	na	55.78	73.66
SETDB2-PHF11C	na	5.4	7.13
SNAPC2	na	10.37	13.69
SECISBP2	na	8.81	11.63
UBE2Q1	na	44.04	58.1
BECN1	na	46.52	61.37
ZFP60	na	3.95	5.21
GLRX5	na	41.96	55.34
GGCT	na	2.98	3.93
TXNDC17	na	41.27	54.42
NHP2L1	na	131.39	173.24
TOB2	na	17.26	22.75
TGIF2	na	6.1	8.04
HYOU1	na	12.39	16.33
TXN1	na	178.03	234.6
ST3GAL3	na	5.86	7.72
YEATS4	na	47.8	62.97
LZTR1	na	11.89	15.66
FBXO6	na	14.07	18.53
MPP5	na	4.26	5.61
MPDZ	na	0.6	0.79
ATP5B	na	423.33	557.35
RBM6	na	23.0	30.28
AEBP2	na	13.97	18.39
FAM83H	na	1.9	2.5
GPM6B	na	1.14	1.5
ASXL2	na	9.8	12.89
STYX	na	7.01	9.22
AHSA1	na	49.87	65.59
CCDC166	na	3.27	4.3
GIGYF2	na	13.99	18.39
MNAT1	na	9.69	12.73
ZFP949	na	3.89	5.11
ZCCHC6	na	22.18	29.13
ALKBH5	na	13.77	18.08
RCC2	na	58.85	77.26
NEURL1B	na	1.6	2.1
PTTG1IP	na	34.38	45.11
RSPRY1	na	10.83	14.21
SLC39A11	na	4.07	5.34
SLC25A32	na	4.52	5.93
PAQR4	na	1.7	2.23
NRBF2	na	15.08	19.78
HSD17B12	na	28.09	36.83
ING1	na	39.35	51.59
KCTD6	na	5.47	7.17
RSRP1	na	88.98	116.63
IFFO2	na	3.64	4.77
ZFP706	na	24.42	32.0
TMEM177	na	2.71	3.55
CHURC1	na	54.5	71.39
IFITM3	na	130.83	171.37
TOLLIP	na	26.69	34.96
PPP3CB	na	28.94	37.9
RBMS2	na	8.34	10.92
COQ2	na	13.21	17.29
NDUFA5	na	66.55	87.1
CAST	na	24.07	31.5
PGM2	na	16.07	21.03
2410015M20RIK	na	66.24	86.68
FXR2	na	26.22	34.31
LATS2	na	3.6	4.71
NPDC1	na	5.19	6.79
DNMT3A	na	10.49	13.72
TRIOBP	na	20.43	26.72
MED29	na	8.64	11.3
RBM12B2	na	6.01	7.86
SDHAF1	na	26.28	34.36
PLEKHG2	na	19.43	25.4
SNX2	na	48.73	63.69
AKR1B3	na	85.91	112.25
MLLT10	na	17.86	23.33
PHF1	na	15.14	19.77
DOCK8	na	25.05	32.71
EPRS	na	19.27	25.16
PAIP2	na	173.69	226.77
MRPS26	na	36.74	47.95
BSCL2	na	33.29	43.44
SDC2	na	3.38	4.41
USP31	na	2.2	2.87
MECR	na	10.74	14.01
SERGEF	na	2.96	3.86
TBC1D10B	na	15.59	20.33
ANGPTL2	na	14.41	18.79
ING5	na	5.33	6.95
SNAP29	na	13.82	18.02
CDC16	na	29.78	38.83
SAR1A	na	40.98	53.42
FMNL2	na	6.56	8.55
RAB22A	na	18.4	23.98
COG5	na	11.05	14.4
HSPA4L	na	8.29	10.8
WHSC1L1	na	26.67	34.73
CLNS1A	na	25.84	33.64
PKD2	na	1.69	2.2
KIFAP3	na	4.31	5.61
FAM178A	na	6.83	8.89
NEIL1	na	14.59	18.99
ACSL3	na	8.0	10.41
UQCRC1	na	106.03	137.97
RAB7B	na	2.36	3.07
COX5A	na	157.27	204.56
ERCC1	na	15.93	20.72
RPS27L	na	135.7	176.48
1810043H04RIK	na	23.0	29.91
CAPG	na	19.91	25.89
STAG2	na	48.93	63.62
OGFOD3	na	4.83	6.28
RER1	na	58.21	75.68
ITM2C	na	51.25	66.63
PDGFB	na	2.1	2.73
SLC25A15	na	3.57	4.64
DSCC1	na	3.84	4.99
PPP1CA	na	324.06	421.01
ATP6V0A1	na	7.46	9.69
FAU	na	51.81	67.29
NLRX1	na	2.21	2.87
PECR	na	3.35	4.35
CHD1	na	24.57	31.9
PKNOX1	na	12.44	16.15
SLC4A2	na	11.94	15.5
LAMP2	na	87.3	113.32
GPBP1	na	50.11	65.04
CYTH4	na	13.94	18.09
ITPK1	na	8.85	11.48
GCDH	na	7.74	10.04
HERC6	na	6.1	7.91
PDDC1	na	14.29	18.53
MAPK14	na	25.5	33.06
H2-M3	na	8.28	10.73
HACL1	na	4.97	6.44
MYDGF	na	35.51	46.01
KAT6A	na	18.75	24.29
PPP1R2	na	22.85	29.6
ST8SIA4	na	10.5	13.6
ANXA4	na	15.74	20.38
RPS21	na	827.95	1072.01
EED	na	19.51	25.26
KLC2	na	4.92	6.37
RAB11A	na	22.68	29.36
BRAP	na	20.65	26.73
BRE	na	16.1	20.84
ROGDI	na	14.44	18.69
ANAPC15	na	24.52	31.73
GNA11	na	9.58	12.39
GPX1	na	178.01	230.21
BAHD1	na	6.96	9.0
TPK1	na	3.38	4.37
CCDC171	na	2.39	3.09
TENM3	na	0.41	0.53
PROSC	na	7.38	9.54
ISCA1	na	33.61	43.43
LRP8	na	3.22	4.16
B230219D22RIK	na	36.14	46.69
PTPRV	na	0.48	0.62
FAM120C	na	1.2	1.55
APITD1	na	10.6	13.69
SAXO2	na	0.79	1.02
CASZ1	na	0.79	1.02
UXT	na	16.3	21.04
RALGAPA1	na	8.67	11.19
GPR89	na	6.89	8.89
GPS1	na	23.57	30.41
ZBTB24	na	7.66	9.88
GPR35	na	1.52	1.96
RBL1	na	18.77	24.2
ZFP189	na	2.94	3.79
NDUFA12	na	199.51	257.16
PRELID1	na	251.43	324.07
SHC1	na	22.49	28.98
USP4	na	27.95	36.01
LAMB1	na	4.51	5.81
TMEM38A	na	4.27	5.5
BFAR	na	12.81	16.5
PADI3	na	1.32	1.7
1300002E11RIK	na	41.03	52.84
PPARGC1B	na	1.6	2.06
MCM3	na	37.84	48.71
PEX6	na	7.63	9.82
SLC37A3	na	5.27	6.78
LAMA4	na	1.99	2.56
HK1	na	19.38	24.93
EIF5	na	69.96	89.99
MRPS23	na	41.92	53.92
LDB1	na	110.1	141.59
SNAP47	na	10.84	13.94
GATB	na	4.97	6.39
CORO2A	na	3.64	4.68
RGL2	na	15.78	20.28
ULBP1	na	4.0	5.14
RAP2C	na	21.69	27.87
CHCHD1	na	88.79	114.06
CHM	na	8.96	11.51
ZFP758	na	7.03	9.03
ZFP691	na	3.48	4.47
NT5E	na	1.16	1.49
CISD3	na	18.64	23.94
WDR82	na	26.17	33.61
ADCK5	na	3.52	4.52
LSM11	na	2.5	3.21
PSMD8	na	141.23	181.32
ATP5J	na	195.92	251.5
LRPAP1	na	18.09	23.22
NGLY1	na	14.82	19.02
2410004B18RIK	na	10.27	13.18
LETM2	na	4.1	5.26
JMJD6	na	17.75	22.77
UACA	na	2.44	3.13
SLC35E1	na	8.95	11.48
SRSF9	na	29.83	38.26
TPT1	na	2071.33	2656.33
DES	na	2.34	3.0
ZFAND3	na	25.33	32.47
EIF1AX	na	90.13	115.52
AK2	na	46.97	60.2
CD44	na	6.89	8.83
AP1S3	na	6.22	7.97
SELPLG	na	208.84	267.55
PLXNA2	na	0.89	1.14
DNAJC13	na	13.93	17.84
ATG4A	na	11.37	14.56
MLYCD	na	5.49	7.03
PPP1R12A	na	22.61	28.95
RUFY3	na	4.78	6.12
CCDC167	na	5.64	7.22
RARG	na	5.5	7.04
TMEM106C	na	15.84	20.27
HN1L	na	13.62	17.42
PWWP2A	na	10.04	12.84
SHISA6	na	0.79	1.01
HAUS4	na	27.74	35.46
PEO1	na	4.35	5.56
FNTA	na	25.67	32.81
A430005L14RIK	na	14.75	18.85
PPIA	na	2315.51	2958.95
SLC8A1	na	0.36	0.46
GBP7	na	7.31	9.34
IGF2R	na	5.66	7.23
NDNL2	na	13.03	16.64
ARMC8	na	8.27	10.56
PPP6C	na	51.85	66.2
HEATR5B	na	6.47	8.26
AGAP1	na	0.94	1.2
ACTR10	na	17.72	22.62
TNFSF12	na	6.8	8.68
TBCEL	na	15.27	19.49
JRKL	na	5.03	6.42
MAN1B1	na	17.12	21.85
A930006K02RIK	na	4.71	6.01
TMED3	na	13.59	17.34
AMD1	na	22.08	28.17
TUBA1B	na	731.98	933.87
ZFP322A	na	7.47	9.53
MED13L	na	9.45	12.05
ITGA6	na	12.25	15.62
MYD88	na	13.17	16.79
ZFP516	na	1.31	1.67
RPL15	na	20.31	25.89
RBM45	na	16.28	20.75
RAB10	na	47.42	60.43
NPEPL1	na	26.22	33.41
RAP1A	na	56.98	72.59
PPP1R16B	na	19.42	24.74
H2-T-PS	na	13.58	17.3
KBTBD7	na	4.09	5.21
DUSP5	na	11.58	14.75
TSC22D3	na	26.93	34.3
CSNK1A1	na	105.82	134.77
SLC36A1	na	7.64	9.73
CNPY2	na	43.63	55.56
PIGYL	na	22.32	28.42
MCRS1	na	34.49	43.9
GRB7	na	1.65	2.1
LARGE	na	0.99	1.26
PFDN4	na	19.8	25.2
ASTE1	na	3.34	4.25
SH3BP2	na	7.05	8.97
ZGPAT	na	12.38	15.75
NDUFS6	na	128.77	163.8
TIMM23	na	110.3	140.29
COX7B	na	131.95	167.8
ATPAF1	na	11.67	14.84
CTCF	na	73.14	93.0
CLIC1	na	291.73	370.87
NFATC2IP	na	7.3	9.28
MIEF2	na	3.1	3.94
SCMH1	na	11.84	15.04
RBCK1	na	49.13	62.39
GNL1	na	17.58	22.32
CXX1B	na	13.52	17.16
PUM2	na	54.74	69.47
ZFP523	na	6.84	8.68
TTC33	na	12.94	16.42
RHBDF2	na	3.05	3.87
SLMO2	na	54.76	69.48
TMEM120A	na	17.94	22.76
HSPH1	na	8.12	10.3
ENSA	na	44.18	56.01
SLC38A10	na	20.93	26.53
IMPDH2	na	49.72	63.02
SLC16A6	na	4.64	5.88
THAP3	na	10.33	13.09
WDR83	na	11.62	14.72
SEC13	na	49.86	63.13
LAP3	na	15.67	19.84
ZEB1	na	18.34	23.22
PYURF	na	3.27	4.14
DPAGT1	na	8.69	11.0
TRAPPC8	na	15.39	19.48
MAP3K3	na	13.55	17.15
PPP2R2A	na	20.97	26.54
FASTKD3	na	4.97	6.29
FAM13B	na	16.54	20.93
EXOC7	na	17.08	21.61
IRF2	na	22.95	29.03
BOC	na	4.23	5.35
NKIRAS1	na	1.7	2.15
CDKN2AIP	na	9.64	12.19
MSMO1	na	10.21	12.91
CDC42SE1	na	54.45	68.83
OGN	na	5.15	6.51
AP1G2	na	10.19	12.88
ANKLE1	na	1.48	1.87
UBXN2B	na	3.53	4.46
GTF2A2	na	75.66	95.59
ARL8B	na	40.56	51.22
DNAJC10	na	20.33	25.67
WDR89	na	2.25	2.84
GRAMD4	na	9.0	11.36
REXO4	na	20.9	26.38
POLD3	na	21.13	26.67
TERT	na	2.06	2.6
SUSD6	na	21.41	27.02
SHOC2	na	16.22	20.47
SCAP	na	14.3	18.04
BCKDHA	na	37.98	47.91
SLX1B	na	4.56	5.75
NCBP1	na	37.28	47.0
SLC39A3	na	8.07	10.17
B9D2	na	16.61	20.93
HIVEP1	na	5.58	7.03
ANKRD13A	na	66.0	83.14
2610001J05RIK	na	11.67	14.7
MOB2	na	27.93	35.18
PIGQ	na	14.31	18.02
DARS	na	44.53	56.07
MRPL41	na	21.61	27.21
PPP1R15B	na	26.4	33.24
TXNL4A	na	54.47	68.54
TRMT12	na	1.51	1.9
UBAP1	na	18.83	23.69
NDUFB8	na	182.77	229.94
SOX6	na	0.62	0.78
CDKN1C	na	3.41	4.29
UBXN2A	na	12.91	16.24
ZDHHC9	na	8.88	11.17
PSMA6	na	179.16	225.36
IRF2BPL	na	7.33	9.22
NICN1	na	4.5	5.66
BRI3	na	56.78	71.41
PRKRIP1	na	10.15	12.76
PEX19	na	19.56	24.58
CPSF2	na	11.03	13.86
PSMG3	na	14.04	17.64
BTBD6	na	6.32	7.94
SIN3B	na	123.22	154.71
TMEM35	na	2.7	3.39
H3F3A	na	928.17	1165.23
ACTR2	na	61.71	77.47
EGLN2	na	22.56	28.32
ATP5O	na	229.65	288.26
UBL4A	na	13.8	17.32
PPME1	na	18.98	23.82
SMEK1	na	24.51	30.76
GPN3	na	18.2	22.84
TARBP2	na	9.38	11.77
SECISBP2L	na	13.31	16.7
ZFP39	na	7.51	9.42
NDUFV1	na	52.27	65.56
MTCH1	na	61.61	77.25
COX7C	na	263.1	329.83
BAG1	na	78.22	98.05
MAP1LC3B	na	101.34	127.03
DAG1	na	12.86	16.12
NXT2	na	5.72	7.17
JMJD4	na	5.8	7.27
PHTF1	na	14.92	18.7
KCNMA1	na	0.79	0.99
GPCPD1	na	12.68	15.89
FGL2	na	4.78	5.99
MKL1	na	16.52	20.7
WLS	na	26.05	32.64
HECTD3	na	11.2	14.03
ARHGEF6	na	27.71	34.71
UROD	na	25.75	32.25
SQSTM1	na	78.48	98.29
THAP11	na	16.05	20.1
POLR2F	na	45.51	56.99
NDUFA8	na	95.77	119.92
EXOSC3	na	28.13	35.22
JUNB	na	31.33	39.22
PCDHGC3	na	4.29	5.37
EIF2S1	na	31.94	39.98
DUS2	na	4.53	5.67
MAPRE1	na	26.98	33.76
PAPSS1	na	15.42	19.29
SLC6A8	na	5.62	7.03
USP10	na	15.55	19.45
CBWD1	na	6.34	7.93
4930481A15RIK	na	3.99	4.99
SMIM12	na	15.97	19.97
SMARCB1	na	31.07	38.85
ATP13A2	na	11.28	14.1
TTL	na	3.4	4.25
SMIM3	na	10.08	12.6
MTCH2	na	30.14	37.67
ZFP770	na	8.49	10.61
MINK1	na	15.54	19.42
SIAH1A	na	12.07	15.08
GM12338	na	69.4	86.68
H2-OA	na	30.65	38.28
RAB3GAP1	na	16.04	20.03
FOXO1	na	8.89	11.1
TBC1D1	na	10.22	12.76
SNRNP27	na	61.99	77.38
RBKS	na	6.9	8.61
TMPO	na	98.7	123.14
CEP350	na	8.2	10.23
GOLM1	na	3.07	3.83
SLAIN1	na	17.29	21.57
FAM58B	na	14.83	18.5
SDCCAG3	na	43.81	54.65
SELK	na	47.03	58.65
NBAS	na	2.47	3.08
PAM16	na	50.38	62.81
COPS7A	na	28.17	35.12
TMEM159	na	5.19	6.47
RAB18	na	21.79	27.16
TRAPPC4	na	23.77	29.62
CHUK	na	15.17	18.9
GPN1	na	7.2	8.97
TANGO2	na	9.56	11.91
PTAFR	na	2.2	2.74
SWAP70	na	8.0	9.96
CHMP7	na	14.94	18.6
NUBP2	na	35.81	44.58
1700047I17RIK2	na	21.81	27.15
EIF5A	na	533.53	664.13
ZFP276	na	5.27	6.56
PREX1	na	28.6	35.59
COX6B1	na	391.31	486.92
BTRC	na	4.38	5.45
VARS2	na	11.38	14.16
ZFP651	na	1.31	1.63
LAPTM5	na	304.78	379.16
MAK16	na	32.03	39.84
SLC2A1	na	6.77	8.42
BRF2	na	6.65	8.27
COPS3	na	55.62	69.16
STIP1	na	76.55	95.15
ZMYM2	na	14.37	17.86
CCDC127	na	11.78	14.64
GGA1	na	20.27	25.16
PLEKHA1	na	7.48	9.28
NDEL1	na	20.5	25.43
TNFAIP3	na	17.63	21.85
RAB4B	na	46.74	57.92
PPM1B	na	28.03	34.73
RSBN1	na	7.75	9.6
NRF1	na	18.7	23.16
INTS7	na	13.63	16.88
GABPB1	na	27.29	33.79
CCDC25	na	16.17	20.02
MBOAT7	na	8.57	10.61
FAM120B	na	7.52	9.31
DEK	na	102.65	126.99
TOMM22	na	96.24	119.06
TMEM263	na	6.29	7.78
SIRT7	na	30.35	37.53
ELK1	na	5.58	6.9
DNAJB11	na	30.91	38.22
ZFP3	na	4.4	5.44
SOAT1	na	16.26	20.1
BNIP1	na	13.02	16.09
B430306N03RIK	na	1.23	1.52
RALGAPB	na	11.88	14.68
NUPR1	na	12.56	15.52
CCDC12	na	48.72	60.2
THOC7	na	63.37	78.29
UBL3	na	24.72	30.54
SENP3	na	28.59	35.32
FUNDC2	na	20.15	24.89
TAF6	na	20.01	24.71
WBSCR22	na	19.9	24.57
ANKRD54	na	15.26	18.84
ZFYVE19	na	15.22	18.79
ZFP780B	na	2.09	2.58
ZFYVE16	na	3.03	3.74
UBL5	na	152.1	187.73
HNRNPC	na	139.18	171.78
ROCK1	na	20.92	25.82
CREB1	na	20.69	25.53
BC037034	na	8.38	10.34
PGRMC2	na	15.89	19.6
TTLL5	na	6.6	8.14
BC005624	na	37.92	46.76
SMAD1	na	8.58	10.58
TBC1D13	na	19.58	24.14
MED17	na	10.2	12.57
CMTM7	na	78.09	96.21
LRRC61	na	7.37	9.08
SLC12A2	na	2.59	3.19
ATOX1	na	108.15	133.17
GSKIP	na	5.84	7.19
SERP1	na	81.25	100.03
AGTRAP	na	28.34	34.89
SLC25A12	na	17.92	22.06
2610318N02RIK	na	23.9	29.42
CLTA	na	135.72	167.06
IRAK2	na	2.99	3.68
LIMS1	na	29.95	36.86
DCUN1D1	na	16.74	20.6
MED21	na	46.22	56.87
ETV3	na	13.24	16.29
FAM193B	na	22.85	28.11
PKN1	na	36.98	45.49
DENND4B	na	7.87	9.68
FBXO7	na	14.62	17.98
BCCIP	na	35.32	43.43
UQCC1	na	10.85	13.34
CHCHD4	na	8.85	10.88
LAIR1	na	3.58	4.4
MRTO4	na	25.18	30.94
DR1	na	26.45	32.5
ZFP58	na	3.98	4.89
HSPD1	na	72.3	88.83
MYNN	na	6.7	8.23
MTIF3	na	5.3	6.51
CD47	na	55.85	68.6
GTF3A	na	45.39	55.75
HIPK1	na	34.05	41.82
CASP4	na	6.49	7.97
SPTBN1	na	27.41	33.66
ATP5C1	na	285.46	350.45
ZDHHC8	na	19.04	23.37
NBN	na	9.72	11.93
TRIP6	na	3.96	4.86
DTNBP1	na	31.59	38.75
CBFB	na	51.72	63.44
ATXN7L3B	na	30.39	37.27
BLOC1S3	na	6.67	8.18
ARID4A	na	11.53	14.14
CCDC22	na	9.86	12.09
TMEM179B	na	40.64	49.82
EML2	na	4.08	5.0
CHMP2A	na	79.24	97.1
MADD	na	11.39	13.95
PLEKHO2	na	7.61	9.32
UBE3B	na	20.92	25.62
NDUFA2	na	85.52	104.73
GPD1L	na	12.87	15.76
RFWD2	na	15.28	18.71
ZFP622	na	11.1	13.59
FEN1	na	24.03	29.42
WISP3	na	1.65	2.02
GOSR2	na	37.44	45.83
EPHB6	na	24.17	29.56
KCTD2	na	18.75	22.93
ZFP729B	na	8.21	10.04
FKBP3	na	79.1	96.72
SEC24B	na	19.34	23.64
ITGA1	na	1.44	1.76
DLST	na	53.91	65.88
ITGB5	na	6.49	7.93
HSPA14	na	42.59	52.01
TNS3	na	11.76	14.36
FAM98A	na	13.85	16.91
GM14432	na	18.45	22.52
MEGF8	na	1.09	1.33
CEP104	na	7.15	8.72
MYG1	na	16.86	20.56
S100A6	na	31.64	38.58
GTPBP6	na	6.25	7.62
FAM49B	na	36.19	44.1
TYK2	na	7.21	8.78
DDA1	na	39.34	47.9
DDX17	na	71.02	86.47
IFT81	na	2.21	2.69
SUMO2	na	443.97	540.27
ZRSR1	na	4.11	5.0
ANXA6	na	54.26	66.0
PTGES3	na	55.25	67.19
ATP1B3	na	76.36	92.86
YWHAB	na	83.47	101.49
TRIM27	na	15.48	18.82
ZFP62	na	23.89	29.04
SYNRG	na	12.02	14.61
PMPCA	na	27.55	33.48
MTDH	na	32.64	39.65
PIGC	na	5.22	6.34
VPS29	na	41.01	49.8
PTPN3	na	1.26	1.53
SLC15A4	na	5.04	6.12
IRF2BP2	na	11.3	13.72
IPP	na	5.28	6.41
TMEM192	na	25.33	30.75
RNF8	na	10.49	12.73
CINP	na	13.19	16.0
NEO1	na	1.74	2.11
LMBRD1	na	6.87	8.33
FTSJ1	na	6.26	7.59
ARF1	na	199.08	241.36
ZCRB1	na	55.71	67.53
PGAP3	na	7.03	8.52
SIPA1L3	na	5.57	6.75
BRK1	na	116.21	140.82
ZFP385A	na	11.39	13.8
CHCHD2	na	218.0	264.11
MDFIC	na	4.87	5.9
ELP6	na	4.02	4.87
NECAP2	na	32.65	39.55
YIF1B	na	25.01	30.29
PHF5A	na	29.12	35.26
GFPT2	na	2.66	3.22
LYPLA1	na	48.25	58.4
NARFL	na	8.75	10.59
MED14	na	22.78	27.57
TYSND1	na	14.62	17.69
RFK	na	17.21	20.82
9130401M01RIK	na	11.36	13.74
CCDC85B	na	3.82	4.62
MED10	na	53.81	65.07
SNX6	na	30.47	36.84
CPPED1	na	9.09	10.99
CHRAC1	na	41.5	50.17
OGG1	na	6.0	7.25
LY6E	na	869.73	1050.69
ZFP446	na	1.49	1.8
USP33	na	12.85	15.52
NDUFA4	na	312.75	377.63
APLP2	na	49.7	59.99
ABI1	na	51.59	62.27
TMEM115	na	10.1	12.19
VPS8	na	2.95	3.56
MMGT1	na	12.05	14.54
SRP54B	na	26.39	31.84
ETS1	na	187.5	226.22
FAM168A	na	10.52	12.69
POLR2C	na	35.86	43.25
DRAP1	na	168.19	202.82
ENTPD5	na	24.48	29.51
MEF2C	na	1.12	1.35
ZFP709	na	3.02	3.64
RAB1B	na	88.36	106.5
TBC1D22B	na	18.08	21.79
GRK6	na	52.42	63.16
DDX31	na	5.03	6.06
NADK2	na	8.5	10.24
EMC8	na	10.37	12.49
ANKRD13C	na	12.73	15.33
UQCRB	na	265.11	319.18
ZC3H12C	na	1.08	1.3
SND1	na	18.69	22.49
PPIL2	na	51.25	61.65
ZFP775	na	2.07	2.49
MCTS1	na	24.11	29.0
ZFP952	na	5.92	7.12
DDX28	na	8.19	9.85
ERGIC3	na	72.78	87.53
HAUS1	na	18.58	22.34
IFIH1	na	5.1	6.13
LTN1	na	9.61	11.55
CASP8AP2	na	11.0	13.22
BRCC3	na	17.67	21.23
SSRP1	na	61.28	73.62
PXN	na	32.01	38.45
UBA3	na	27.43	32.94
EDEM2	na	17.08	20.5
NTAN1	na	45.87	55.05
NDUFB7	na	164.59	197.52
PGAP2	na	12.76	15.31
ADGRL1	na	8.23	9.87
EIF4A3	na	86.05	103.19
ARMT1	na	14.03	16.82
LRWD1	na	22.08	26.47
ZFP367	na	9.16	10.98
ABCF2	na	39.51	47.36
STK38	na	37.46	44.89
SYF2	na	82.09	98.36
IBA57	na	2.83	3.39
SIL1	na	9.2	11.02
TRAPPC5	na	19.96	23.9
UBE3A	na	14.24	17.05
ZFP954	na	8.06	9.65
SLC30A5	na	18.25	21.85
ADD1	na	46.13	55.22
PCBP3	na	6.6	7.9
TADA3	na	14.69	17.58
EIF3H	na	443.48	530.57
TEX264	na	22.37	26.76
DUSP11	na	27.81	33.26
ZFAND6	na	47.06	56.27
1700123O20RIK	na	24.54	29.34
TAF13	na	13.04	15.59
POR	na	31.86	38.09
TRMT2A	na	11.69	13.97
DOLPP1	na	7.85	9.38
CREBRF	na	8.65	10.33
BOLA2	na	78.0	93.13
TSSC4	na	15.94	19.03
PRDM11	na	2.27	2.71
UTP11L	na	45.2	53.96
SP4	na	9.55	11.4
RPS15	na	2228.94	2660.52
BORCS5	na	7.08	8.45
ACTR3	na	198.7	237.08
SEC23A	na	9.48	11.31
H2-Q4	na	59.38	70.83
SLC19A1	na	4.98	5.94
HBP1	na	41.79	49.84
ARAP1	na	11.39	13.58
GMNN	na	39.72	47.34
RPRD1B	na	14.36	17.11
DYRK1B	na	25.54	30.43
EFCAB14	na	13.06	15.56
ERP44	na	26.72	31.83
PTMA	na	2917.6	3475.19
BRD3	na	24.14	28.75
PML	na	11.7	13.93
CENPP	na	13.18	15.69
